"observed_on","user_login","quality_grade","num_identification_agreements","num_identification_disagreements","captive_cultivated","place_guess","latitude","longitude","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id"
"437","2017-04-05","jlzachary1","research",1,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5537583858,-97.596911788,"Killdeer","Charadrius vociferus","Killdeer","Aves",4793
"438","2017-04-05","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5435089645,-97.5955760479,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"439","2017-04-05","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5448068032,-97.5945675373,"Great Egret","Ardea alba","Great Egret","Aves",144455
"440","2017-04-05","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5446540266,-97.5948357582,"Great Egret","Ardea alba","Great Egret","Aves",144455
"441","2017-04-05","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5488822813,-97.5945514441,"American White Pelican","Pelecanus erythrorhynchos","American White Pelican","Aves",4334
"442","2017-04-05","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5522030024,-97.5836402178,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"443","2017-04-05","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.551308026,-97.5836241245,"Canada Goose","Branta canadensis","Canada Goose","Aves",7089
"444","2017-04-06","jlzachary1","research",2,0,"false","Edmond, OK, USA",35.6384732182,-97.5004005432,"White-winged Dove","Zenaida asiatica","White-winged Dove","Aves",3460
"445","2017-04-05","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5574800735,-97.6119428873,"American Coot","Fulica americana","American Coot","Aves",473
"446","2017-04-05","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5574800735,-97.6119428873,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"447","2017-04-10","castillorigo","research",1,0,"false","Universidad De Oklahoma Central, Edmond, OK, US",35.6578220389,-97.4739844443,"American Robin","Turdus migratorius","American Robin","Aves",12727
"448","2017-04-11","castillorigo","research",2,0,"false","Universidad De Oklahoma Central, Edmond, OK, US",35.6572264958,-97.4732216323,"European Starling","Sturnus vulgaris","European Starling","Aves",14850
"449","2017-04-14","castillorigo","research",2,0,"false","University of Central Oklahoma, Edmond, OK, US",35.6576988815,-97.4727226459,"Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Aves",9083
"450","2017-04-15","lesliedriskill","research",2,0,"false","3214 N Classen Blvd, Oklahoma City, OK, US",35.5021629716,-97.5340739173,"Feral Pigeon","Columba livia domestica","Feral Pigeon","Aves",122767
"451","2017-04-15","lesliedriskill","research",3,0,"false","3120 N Classen Blvd, Oklahoma City, OK, US",35.5013517291,-97.5337431674,"House Sparrow","Passer domesticus","House Sparrow","Aves",13858
"452","2017-04-15","lesliedriskill","research",2,0,"false","3120 N Classen Blvd, Oklahoma City, OK, US",35.5013461132,-97.5337404014,"House Sparrow","Passer domesticus","House Sparrow","Aves",13858
"453","2017-04-15","megan118","research",4,0,"false","1129 NW 50th St, Oklahoma City, OK, US",35.5225833624,-97.5315594416,"Blue Jay","Cyanocitta cristata","Blue Jay","Aves",8229
"454","2017-04-15","lesliedriskill","research",2,0,"false","73162, Oklahoma City, OK, US",35.5878692307,-97.6070500352,"Mallard","Anas platyrhynchos","Mallard","Aves",6930
"455","2017-04-07","jlzachary1","research",1,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.6123795631,-97.580358535,"Killdeer","Charadrius vociferus","Killdeer","Aves",4793
"456","2017-04-13","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5612853912,-97.609890997,"Scissor-tailed Flycatcher","Tyrannus forficatus","Scissor-tailed Flycatcher","Aves",16783
"457","2017-04-13","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5613039379,-97.6098453999,"Scissor-tailed Flycatcher","Tyrannus forficatus","Scissor-tailed Flycatcher","Aves",16783
"458","2017-04-13","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5623741693,-97.6141476631,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"459","2017-04-13","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5617261662,-97.6131981611,"Osprey","Pandion haliaetus","Osprey","Aves",116999
"460","2017-04-13","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5604136932,-97.6114654541,"Great Egret","Ardea alba","Great Egret","Aves",144455
"461","2017-04-13","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5601585942,-97.6113152504,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"462","2017-04-13","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5595147106,-97.6116371155,"Red-winged Blackbird","Agelaius phoeniceus","Red-winged Blackbird","Aves",9744
"463","2017-04-13","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5594448863,-97.611216008,"American Coot","Fulica americana","American Coot","Aves",473
"464","2017-04-13","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5588339209,-97.6113581657,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"465","2017-04-22","taylor_rhett","research",2,0,"false","300 Johnny Bench Drive Oklahoma City, OK 73104",35.4636116028,-97.5074996948,"Mallard","Anas platyrhynchos","Mallard","Aves",6930
"466","2017-04-22","taylor_rhett","research",4,0,"false","300 Johnny Bench Drive Oklahoma City, OK 73104",35.4638900757,-97.5083312988,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"467","2017-04-25","okwildlifediversity","research",2,0,"false","Edmond, OK, USA",35.6275419687,-97.3890030384,"Canada Goose","Branta canadensis","Canada Goose","Aves",7089
"468","2015-03-28","zdufran","research",4,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.4461972193,-97.5234031677,"Northern Shoveler","Spatula clypeata","Northern Shoveler","Aves",558438
"469","2016-06-18","zdufran","research",2,0,"false","Edmond, OK, USA",35.6879406547,-97.5035762773,"Scissor-tailed Flycatcher","Tyrannus forficatus","Scissor-tailed Flycatcher","Aves",16783
"470","2016-06-18","zdufran","research",3,1,"false","Edmond, OK, USA",35.6879406547,-97.5035762773,"Astur cooperii","Astur cooperii","Cooper's Hawk","Aves",1579017
"471","2017-04-27","ehjalmarson","research",3,0,"false","4501 Tinker Diagonal, Del City, OK 73115, USA",35.454614,-97.436667,"Spotted Towhee","Pipilo maculatus","Spotted Towhee","Aves",9420
"472","2015-03-29","zdufran","research",2,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5595500107,-97.6064868161,"Baird's Sandpiper","Calidris bairdii","Baird's Sandpiper","Aves",3851
"473","2017-04-27","ehjalmarson","research",2,0,"false","Midwest City, OK, USA",35.436014058,-97.400890589,"House Finch","Haemorhous mexicanus","House Finch","Aves",199840
"474","2017-04-30","ehjalmarson","research",1,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5777022704,-97.6068307521,"American Herring Gull","Larus smithsonianus","American Herring Gull","Aves",1578489
"475","2016-06-18","zdufran","research",2,0,"false","Edmond, OK, USA",35.6886726307,-97.5046920776,"Black-chinned Hummingbird","Archilochus alexandri","Black-chinned Hummingbird","Aves",6433
"476","2016-06-18","zdufran","research",2,1,"false","Edmond, OK, USA",35.6878612993,-97.5042305885,"Astur cooperii","Astur cooperii","Cooper's Hawk","Aves",1579017
"477","2015-03-29","zdufran","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5624647323,-97.6106071472,"Ring-billed Gull","Larus delawarensis","Ring-billed Gull","Aves",4364
"478","2015-03-29","zdufran","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5624647323,-97.6106071472,"Franklin's Gull","Leucophaeus pipixcan","Franklin's Gull","Aves",144515
"479","2016-05-27","zdufran","research",5,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5677361012,-97.6148557702,"Yellow-billed Loon","Gavia adamsii","Yellow-billed Loon","Aves",4622
"480","2017-04-17","castillorigo","research",2,0,"false","University of Central Oklahoma, Edmond, OK, US",35.6562878982,-97.4710486694,"Northern Mockingbird","Mimus polyglottos","Northern Mockingbird","Aves",14886
"481","2017-05-01","ptcrawford","research",2,0,"false","5628 5798 N Classen Blvd, Oklahoma City, OK, US",35.5302994154,-97.5343613916,"Orange-crowned Warbler","Leiothlypis celata","Orange-crowned Warbler","Aves",979757
"482","2017-04-20","jlzachary1","research",1,0,"false","Edmond, OK, USA",35.6867583349,-97.5003415346,"Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Aves",9083
"483","2017-04-20","jlzachary1","research",1,0,"false","Edmond, OK, USA",35.6868384388,-97.50038445,"Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Aves",9083
"484","2017-04-20","jlzachary1","research",1,0,"false","Edmond, OK, USA",35.6429402484,-97.497330754,"Mourning Dove","Zenaida macroura","Mourning Dove","Aves",3454
"485","2017-04-23","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5601867665,-97.6112616062,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"486","2017-04-23","jlzachary1","research",1,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5608899259,-97.611001431,"Cedar Waxwing","Bombycilla cedrorum","Cedar Waxwing","Aves",7428
"487","2017-04-23","jlzachary1","research",1,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5509747219,-97.599596679,"American Coot","Fulica americana","American Coot","Aves",473
"488","2017-04-23","jlzachary1","research",1,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5514777637,-97.59917289,"Cliff Swallow","Petrochelidon pyrrhonota","Cliff Swallow","Aves",11858
"489","2017-04-23","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5532769608,-97.597464323,"Eastern Kingbird","Tyrannus tyrannus","Eastern Kingbird","Aves",16782
"490","2017-04-23","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5533699379,-97.5970458984,"Scissor-tailed Flycatcher","Tyrannus forficatus","Scissor-tailed Flycatcher","Aves",16783
"491","2017-04-23","jlzachary1","research",1,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5507600127,-97.6005005836,"Common Grackle","Quiscalus quiscula","Common Grackle","Aves",9602
"492","2017-04-23","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5518860444,-97.5816071033,"Ring-billed Gull","Larus delawarensis","Ring-billed Gull","Aves",4364
"493","2017-05-02","jlzachary1","research",1,0,"false","Edmond, OK, USA",35.6575258338,-97.469494789,"Eastern Bluebird","Sialia sialis","Eastern Bluebird","Aves",12942
"494","2017-04-30","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5476724677,-97.583481967,"Brown-headed Cowbird","Molothrus ater","Brown-headed Cowbird","Aves",10373
"495","2017-04-30","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5521690552,-97.583724707,"Franklin's Gull","Leucophaeus pipixcan","Franklin's Gull","Aves",144515
"496","2017-04-30","jlzachary1","research",2,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.6128004993,-97.5825834274,"House Finch","Haemorhous mexicanus","House Finch","Aves",199840
"497","2017-04-30","jlzachary1","research",2,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.6129701066,-97.582215964,"Great Blue Heron","Ardea herodias","Great Blue Heron","Aves",4956
"498","2017-04-30","jlzachary1","research",2,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.6124414846,-97.580384016,"Northern Flicker","Colaptes auratus","Northern Flicker","Aves",18236
"499","2017-05-04","birdersam365","research",3,0,"false","Stars and Stripes Park, Oklahoma City, OK, US",35.5514052126,-97.5836760183,"Domestic Swan Goose","Anser cygnoides domesticus","Domestic Swan Goose","Aves",333822
"500","2015-01-19","ehjalmarson","research",3,0,"false","Lake Hefner, Central Oklahoma City, Oklahoma City, OK, USA",35.562709108,-97.6106500626,"Ross's Goose","Anser rossii","Ross's Goose","Aves",558427
"501","2017-05-21","abiyerm","research",3,0,"false","41 NW 144th Cir, Oklahoma City, OK, US",35.61763,-97.5153283333,"House Sparrow","Passer domesticus","House Sparrow","Aves",13858
"502","2015-03-29","ospreyeagle","research",3,0,"false","Edmond, OK, USA",35.616525,-97.4928277778,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"503","2015-03-29","ospreyeagle","research",3,0,"false","Edmond, OK, USA",35.616525,-97.4928277778,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"504","2015-03-29","ospreyeagle","research",3,0,"false","Edmond, OK, USA",35.616525,-97.4928277778,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"505","2015-02-12","ehjalmarson","research",3,0,"false","Jones, OK, USA",35.5658936,-97.2869781,"Red-shouldered Hawk","Buteo lineatus","Red-shouldered Hawk","Aves",5206
"506","2014-04-21","ehjalmarson","research",3,0,"false","W Lakeshore Dr, Oklahoma City, OK 73162, USA",35.559414,-97.6141883,"Snow Bunting","Plectrophenax nivalis","Snow Bunting","Aves",117059
"507","2017-05-29","ericisley","research",2,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.5847213554,-97.6057309408,"Great Blue Heron","Ardea herodias","Great Blue Heron","Aves",4956
"508","2017-05-29","ericisley","research",3,0,"false","Oklahoma City, OK 73112, USA",35.5054540544,-97.5799949141,"American Robin","Turdus migratorius","American Robin","Aves",12727
"509","2017-05-29","ericisley","research",5,0,"false","Oklahoma City, OK 73112, USA",35.5054540544,-97.5799949141,"Blue Jay","Cyanocitta cristata","Blue Jay","Aves",8229
"510","2017-06-11","arbutterflynut","research",3,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.5761981844,-97.6631355286,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"511","2017-06-17","leahn19","research",3,0,"false","7304 NW 114th St, Oklahoma City, OK, US",35.5859383333,-97.643295,"Mourning Dove","Zenaida macroura","Mourning Dove","Aves",3454
"512","2017-06-18","zdufran","research",2,0,"false","Pond by OKC Zoo, Oklahoma City, OK, USA",35.5206533305,-97.4707030482,"Wood Duck","Aix sponsa","Wood Duck","Aves",7107
"513","2017-06-15","thatliamguy","research",3,0,"false","Dolese Youth Park, Oklahoma City, OK, US",35.5286434689,-97.6049948474,"Brown Thrasher","Toxostoma rufum","Brown Thrasher","Aves",14898
"514","2017-05-13","jlzachary1","research",2,0,"false","Edmond, OK, USA",35.6418824422,-97.4992203712,"Mississippi Kite","Ictinia mississippiensis","Mississippi Kite","Aves",5416
"515","2017-05-12","jlzachary1","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5607715379,-97.6111328602,"Chipping Sparrow","Spizella passerina","Chipping Sparrow","Aves",9135
"516","2017-05-12","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5612015885,-97.6101028919,"Eastern Kingbird","Tyrannus tyrannus","Eastern Kingbird","Aves",16782
"517","2017-05-12","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5588995772,-97.611301839,"Spotted Sandpiper","Actitis macularius","Spotted Sandpiper","Aves",72458
"518","2017-05-12","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5618681102,-97.615400254,"Spotted Sandpiper","Actitis macularius","Spotted Sandpiper","Aves",72458
"519","2017-05-27","jlzachary1","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5571668346,-97.6122754812,"Great Egret","Ardea alba","Great Egret","Aves",144455
"520","2016-04-01","linwoodnature","research",1,0,"false","Oklahoma, US",35.5330987975,-97.4381983452,"Double-crested Cormorant","Nannopterum auritum","Double-crested Cormorant","Aves",1454382
"521","2017-06-30","jsiegma","research",4,0,"false","300-390 West Sheridan Avenue Oklahoma City, OK 73102",35.4659026759,-97.518770322,"Blue Jay","Cyanocitta cristata","Blue Jay","Aves",8229
"522","2017-07-29","zkhanakah","research",3,0,"false","13301 Northstar Dr, Oklahoma City, OK, US",35.604049041,-97.6275131322,"Mississippi Kite","Ictinia mississippiensis","Mississippi Kite","Aves",5416
"523","2017-08-15","alex-keith","research",2,0,"false","2335 NW 58th St, Oklahoma City, OK 73112, USA",35.5864844868,-97.5245142403,"Astur cooperii","Astur cooperii","Cooper's Hawk","Aves",1579017
"524","2015-02-28","ehjalmarson","research",2,1,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"Astur cooperii","Astur cooperii","Cooper's Hawk","Aves",1579017
"525","2015-02-28","ehjalmarson","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"Green-winged Teal","Anas crecca","Green-winged Teal","Aves",6937
"526","2015-02-28","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423," ","Dryobates pubescens","Downy Woodpecker","Aves",792988
"527","2015-02-28","ehjalmarson","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Aves",9083
"528","2015-02-28","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"Dark-eyed Junco","Junco hyemalis","Dark-eyed Junco","Aves",10094
"529","2015-02-28","ehjalmarson","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"American Kestrel","Falco sparverius","American Kestrel","Aves",4665
"530","2015-02-28","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5068673794,-97.6648521423,"Northern Mockingbird","Mimus polyglottos","Northern Mockingbird","Aves",14886
"531","2017-07-13","john129","research",1,0,"false","3405 Still Moon Cir, Edmond, OK, US",35.6224466667,-97.4550033333,"Western Kingbird","Tyrannus verticalis","Western Kingbird","Aves",16791
"532","2017-09-05","ospreyeagle","research",1,0,"false","Martin Park Nature Center, Oklahoma City, OK, US",35.6035716667,-97.6092216667,"Red-headed Woodpecker","Melanerpes erythrocephalus","Red-headed Woodpecker","Aves",18204
"533","2017-09-05","ospreyeagle","research",1,0,"false","Martin Park Nature Center, Oklahoma City, OK, US",35.60537,-97.6072466667,"Turkey Vulture","Cathartes aura","Turkey Vulture","Aves",4756
"534","2017-09-09","sharon-and-meghan","research",2,0,"false","Tinker AFB, Oklahoma City, OK 73145, USA",35.4175229,-97.3874164,"Eastern Phoebe","Sayornis phoebe","Eastern Phoebe","Aves",17008
"535","2017-09-09","sharon-and-meghan","research",2,0,"false","Tinker AFB, Oklahoma City, OK 73145, USA",35.4175229,-97.3874164,"Scissor-tailed Flycatcher","Tyrannus forficatus","Scissor-tailed Flycatcher","Aves",16783
"536","2017-09-09","sharon-and-meghan","research",2,0,"false","3001 S Douglas Blvd, Oklahoma City, OK 73130, USA",35.4167014,-97.3840729,"Yellow Warbler","Setophaga petechia","Yellow Warbler","Aves",145238
"537","2017-09-07","allenratzlaff","research",3,0,"false","Oklahoma City, Oklahoma",35.559607,-97.575394,"Northern Flicker","Colaptes auratus","Northern Flicker","Aves",18236
"538","2017-09-07","allenratzlaff","research",3,0,"false","Oklahoma City, Oklahoma",35.560872,-97.577035,"American Kestrel","Falco sparverius","American Kestrel","Aves",4665
"539","2017-09-07","allenratzlaff","research",1,0,"false","Oklahoma City, Oklahoma",35.552319,-97.581702,"Ring-billed Gull","Larus delawarensis","Ring-billed Gull","Aves",4364
"540","2017-09-07","allenratzlaff","research",3,0,"false","Oklahoma City, Oklahoma",35.552895,-97.582529,"Redhead","Aythya americana","Redhead","Aves",7056
"541","2017-09-07","allenratzlaff","research",3,0,"false","Oklahoma City, Oklahoma",35.552895,-97.582529,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"542","2017-09-07","allenratzlaff","research",1,0,"false","Oklahoma City, Oklahoma",35.551481,-97.58579,"Great Egret","Ardea alba","Great Egret","Aves",144455
"543","2017-09-07","allenratzlaff","research",4,0,"false","Oklahoma City, Oklahoma",35.55114,-97.583773,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"544","2017-09-08","allenratzlaff","research",2,0,"false","Oklahoma City, Oklahoma",35.560165,-97.577518,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"545","2017-09-08","allenratzlaff","research",2,0,"false","Oklahoma City, Oklahoma",35.560165,-97.577518,"Eurasian Collared-Dove","Streptopelia decaocto","Eurasian Collared-Dove","Aves",2969
"546","2017-09-09","allenratzlaff","research",3,0,"false","Martin Park Nature Center, Oklahoma City, Oklahoma",35.607373,-97.609101,"Great Blue Heron","Ardea herodias","Great Blue Heron","Aves",4956
"547","2017-09-09","allenratzlaff","research",2,0,"false","Martin Park Nature Center, Oklahoma City, Oklahoma",35.608803,-97.608071,"Great Egret","Ardea alba","Great Egret","Aves",144455
"548","2017-09-09","allenratzlaff","research",2,0,"false","Martin Park Nature Center, Oklahoma City, Oklahoma",35.604913,-97.61011,"Mississippi Kite","Ictinia mississippiensis","Mississippi Kite","Aves",5416
"549","2017-09-09","allenratzlaff","research",3,0,"false","Martin Park Nature Center, Oklahoma City, Oklahoma",35.604913,-97.61011,"Olive-sided Flycatcher","Contopus cooperi","Olive-sided Flycatcher","Aves",16110
"550","2017-09-10","allenratzlaff","research",5,1,"false","Lake Hefner, Oklahoma City, Oklahoma",35.552222,-97.581648,"Yellow-crowned Night-Heron","Nyctanassa violacea","Yellow-crowned Night Heron","Aves",4999
"551","2017-09-10","allenratzlaff","research",2,0,"false","Lake Hefner, Oklahoma City, Oklahoma, US",35.552222,-97.581648,"Ring-billed Gull","Larus delawarensis","Ring-billed Gull","Aves",4364
"552","2017-09-10","allenratzlaff","research",4,0,"false","Lake Hefner, Oklahoma City, Oklahoma, US",35.552841,-97.582356,"Redhead","Aythya americana","Redhead","Aves",7056
"553","2015-05-03","ehjalmarson","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Playero alzacolita","Actitis macularius","Spotted Sandpiper","Aves",72458
"554","2015-05-03","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"American Coot","Fulica americana","American Coot","Aves",473
"555","2015-05-03","ehjalmarson","research",4,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Northern Shoveler","Spatula clypeata","Northern Shoveler","Aves",558438
"556","2015-05-03","ehjalmarson","research",4,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Northern Pintail","Anas acuta","Northern Pintail","Aves",6933
"557","2015-05-03","ehjalmarson","research",3,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Blue-winged Teal","Spatula discors","Blue-winged Teal","Aves",558433
"558","2015-05-03","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Mallard","Anas platyrhynchos","Mallard","Aves",6930
"559","2015-05-03","ehjalmarson","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5075311335,-97.666010848,"Eurasian Collared-Dove","Streptopelia decaocto","Eurasian Collared-Dove","Aves",2969
"560","2015-08-23","ehjalmarson","research",2,0,"false","2000 Remington Pl, Oklahoma City, OK 73111, United States",35.5235472,-97.4724894,"Northern Cardinal","Cardinalis cardinalis","Northern Cardinal","Aves",9083
"561","2015-09-05","ehjalmarson","research",2,0,"false","Midwest City, OK, USA",35.459002364,-97.3752763234,"Mississippi Kite","Ictinia mississippiensis","Mississippi Kite","Aves",5416
"562","2017-09-13","jwn","research",2,0,"false","Edmond, OK, USA",35.649905,-97.3842216667,"Great Blue Heron","Ardea herodias","Great Blue Heron","Aves",4956
"563","2017-09-13","jwn","research",3,0,"false","Oklahoma, Oklahoma, United States",35.6464516667,-97.37505,"Little Blue Heron","Egretta caerulea","Little Blue Heron","Aves",4937
"564","2017-09-13","jwn","research",4,0,"false","Oklahoma, Oklahoma, United States",35.5629966667,-97.5775166667,"Domestic Muscovy Duck","Cairina moschata domestica","Domestic Muscovy Duck","Aves",204094
"565","2017-09-13","jwn","research",2,0,"false","Central Oklahoma City, Oklahoma City, OK, USA",35.5635366667,-97.5778816667,"European Starling","Sturnus vulgaris","European Starling","Aves",14850
"566","2017-09-18","ospreyeagle","research",2,0,"false","1320 E 2nd St, Edmond, OK, US",35.6496883333,-97.4612716667,"Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Aves",9607
"567","2017-09-22","rogerastley","research",2,0,"false","5300 W Memorial Rd, Oklahoma City, OK 73142, USA",35.6072235107,-97.6116638184,"Great Horned Owl","Bubo virginianus","Great Horned Owl","Aves",20044
"568","2016-02-13","ehjalmarson","research",2,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5723968,-97.5951577,"Savannah Sparrow","Passerculus sandwichensis","Savannah Sparrow","Aves",9981
"569","2017-08-15","juhla405","research",1,0,"false","9300 Brentford Ave, Oklahoma City, OK, US",35.5646413699,-97.6288897954,"Red-shouldered Hawk","Buteo lineatus","Red-shouldered Hawk","Aves",5206
"570","2015-10-18","ospreyeagle","research",2,0,"false","Arcadia Lake, Oklahoma, USA",35.6315929,-97.386775,"Redhead","Aythya americana","Redhead","Aves",7056
"571","2016-09-29","larrymays1949","research",3,0,"false","8779-9399 W Lakeshore Dr, Oklahoma City, OK 73162, USA",35.563331604,-97.617225647,"Sabine's Gull","Xema sabini","Sabine's Gull","Aves",4571
"572","2017-02-12","ehjalmarson","research",2,0,"false","Lake Hefner, Central Oklahoma City, Oklahoma City, OK, USA",35.57719576,-97.5816822052,"Red-shouldered Hawk","Buteo lineatus","Red-shouldered Hawk","Aves",5206
"573","2017-06-03","clpepper82","research",4,0,"false","2900 Ashe Brooke Pl, Edmond, OK, US",35.6837533333,-97.4453666667,"Wild Turkey","Meleagris gallopavo","Wild Turkey","Aves",906
"574","2017-02-12","ehjalmarson","research",2,0,"false","Northwest Oklahoma City, Oklahoma City, OK, USA",35.6120228146,-97.6405191422,"Aguililla rojinegra","Parabuteo unicinctus","Harris's Hawk","Aves",5355
"575","2017-02-12","ehjalmarson","research",1,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5723968,-97.5951577,"Red-breasted Merganser","Mergus serrator","Red-breasted Merganser","Aves",6996
"576","2017-02-12","ehjalmarson","research",1,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5723968,-97.5951577,"Song Sparrow","Melospiza melodia","Song Sparrow","Aves",9100
"577","2017-02-25","ehjalmarson","research",2,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5723968,-97.5951577,"Common Loon","Gavia immer","Common Loon","Aves",4626
"578","2017-02-25","ehjalmarson","research",2,0,"false","Lake Hefner, Oklahoma City, OK, USA",35.5723968,-97.5951577,"Common Goldeneye","Bucephala clangula","Common Goldeneye","Aves",6990
